id,toxic,severe_toxic,obscene,threat,insult,identity_hate
ed3200fea27d6cba,0,0,0,0,0,0
ed329ceaa5a65101,0,0,0,0,0,0
ed373d5f345c4a0c,0,0,0,0,0,0
ed375dd2ad9baad5,0,0,0,0,0,0
ed38a60ed64d1638,0,0,0,0,0,0
ed39cce32e194bc7,0,0,0,0,0,0
ed3ad28fba306d96,0,0,0,0,0,0
ed3b6418a042ba9e,0,0,0,0,0,0
ed3c5f957494d909,0,0,0,0,0,0
ed3de98a711205c9,0,0,0,0,0,0
ed41bd30ae90fd56,0,0,0,0,0,0
ed42a44c0faca175,0,0,0,0,0,0
ed42f32a62d2baa1,1,0,0,0,0,0
ed4448b7fef068f5,0,0,0,0,0,0
ed449c4b8163cb48,0,0,0,0,0,0
ed45a7268dfd9dfa,0,0,0,0,0,0
ed479b7ec50fc566,0,0,0,0,0,0
ed4a43c851c4a46e,0,0,0,0,0,0
ed4b78fe8db94a69,1,0,1,1,1,0
ed4c0c7c94f937db,0,0,0,0,0,0
ed4d7b8b3facd04f,0,0,0,0,0,0
ed4e7a27ffdeb962,1,0,0,0,0,0
ed502107163cb9e4,0,0,0,0,0,0
ed509388bbfe30af,0,0,0,0,0,0
ed51800f46146ba6,0,0,0,0,0,0
ed522295e290014c,0,0,0,0,0,0
ed522ef29369a50d,0,0,0,0,0,0
ed52e1bcd95b791f,0,0,0,0,0,0
ed549b322620d6ca,0,0,0,0,0,0
ed56cdc2cd22db91,0,0,0,0,0,0
ed56f082116dcbd0,1,0,0,0,0,0
ed58abb40640f983,1,0,0,0,0,0
ed590e5b393983e5,0,0,0,0,0,0
ed59939c18f47fdd,0,0,0,0,0,0
ed59df8fba9be009,1,0,1,0,1,0
ed5aa1f2bb8bdd41,0,0,0,0,0,0
ed5bff558e2e0cfa,0,0,0,0,0,0
ed5f62f9ff70fdcb,0,0,0,0,0,0
ed60a33ca553f649,0,0,0,0,0,0
ed64d530a34aa973,0,0,0,0,0,0
ed6508adc0a6cb1a,0,0,0,0,0,0
ed6673bdc03943ff,0,0,0,0,0,0
ed66f1f0cf5a1ca6,0,0,0,0,0,0
ed67cb57e7af24e8,0,0,0,0,0,0
ed6850821b939a73,1,0,1,0,1,0
ed68c749918f3c47,0,0,0,0,0,0
ed6b590850216a16,0,0,0,0,0,0
ed6cd06e44868c15,0,0,0,0,0,0
ed6d42aadf52d017,0,0,0,0,0,0
ed6ed2a94a4e7e71,0,0,0,0,0,0
ed6ed9f444a1a0ce,0,0,0,0,0,0
ed6f6c993d9ff0b8,0,0,0,0,0,0
ed71b5e1be26e9f3,0,0,0,0,0,0
ed7429d3d6fe729a,0,0,0,0,0,0
ed7477a6f22d9d3d,0,0,0,0,0,0
ed75734705c3093b,1,0,1,0,1,0
ed75cf669ccee9b1,0,0,0,0,0,0
ed771839c7d4648f,0,0,0,0,0,0
ed783b618ba45778,0,0,0,0,0,0
ed7af8c048e7513c,1,0,0,0,0,0
ed7c26d26c6493ed,0,0,0,0,0,0
ed7cb933d2b4eb12,0,0,0,0,0,0
ed7d221d88053092,0,0,0,0,0,0
ed7e187ad79a2e74,0,0,0,0,0,0
ed805003e47d7222,0,0,0,0,0,0
ed82f77e8000952a,0,0,0,0,0,0
ed8375db84013990,0,0,0,0,0,0
ed8654adf378702f,0,0,0,0,0,0
ed87b296829582dd,0,0,0,0,0,0
ed891e21d111b412,0,0,0,0,0,0
ed89229fc8219978,0,0,0,0,0,0
ed89a21e309086e1,0,0,0,0,0,0
ed8bb6555314c155,0,0,0,0,0,0
ed8ccdfaa31397ae,0,0,0,0,0,0
ed909a37d18d3c42,1,0,0,0,0,0
ed91558ae16c0661,0,0,0,0,0,0
ed936f63749da37e,0,0,0,0,0,0
ed96345d3cc10a23,0,0,0,0,0,0
ed965d19e2326b57,0,0,0,0,0,0
ed98b546dd3a26f8,0,0,0,0,0,0
ed990a514884a0c9,0,0,0,0,0,0
ed999fe1f6e8ddf7,0,0,0,0,0,0
ed9a3c6b19db3b85,0,0,0,0,0,0
ed9b554da5956062,0,0,0,0,0,0
ed9bf670451fa629,0,0,1,0,0,0
ed9c1efb41f02916,0,0,0,0,0,0
eda032a6a6194ddc,0,0,0,0,0,0
eda09267aa14a7b7,0,0,0,0,0,0
eda0bc89f020949d,0,0,0,0,0,0
eda33140981ec517,0,0,0,0,0,0
eda367886d8e0db9,0,0,0,0,0,0
eda45b940fc7b196,0,0,0,0,0,0
eda50de35de55486,0,0,0,0,0,0
eda8c1f0f75cfbd8,0,0,0,0,0,0
edaa4e3daf0d8627,0,0,0,0,0,0
edab9e7e5b952709,0,0,0,0,0,0
edae991b2ff0d3c0,0,0,0,0,0,0
edaf11bd30e297c6,0,0,0,0,0,0
edb159cf10a6f886,0,0,0,0,0,0
edb1b8aa1780c90c,0,0,0,0,0,0
edb45f51ecd27c6e,0,0,0,0,0,0
edb682c62524af6c,0,0,0,0,0,0
edb734b69c26bf37,0,0,0,0,0,0
edb8ba4cf22aa84b,0,0,0,0,0,0
edbdd1bacf798b98,0,0,0,0,0,0
edc0ca9a17ab08fd,0,0,0,0,0,0
edc2d7aba36811c1,0,0,0,0,0,0
edc373a0fff8331b,0,0,0,0,0,0
edc5088dcbc628a2,0,0,0,0,0,0
edc540ced55a5a66,0,0,0,0,0,0
edc953411e956f60,0,0,0,0,0,0
edce0a788a613b93,0,0,0,0,0,0
edce23de0e10b0c9,0,0,0,0,0,0
edcef681bec199d5,0,0,0,0,0,0
edcfa50f5feb7b10,0,0,0,0,0,0
edd0447a6e431a0a,0,0,0,0,0,0
edd10ac153f68d28,0,0,0,0,0,0
edd16d94696e97fc,0,0,0,0,0,0
edd1f0e27ae15188,0,0,0,0,0,0
edd20892c571d09b,0,0,0,0,0,0
edd2ea7f5a1bcba6,0,0,0,0,0,0
edd49f3d83e3da19,0,0,0,0,0,0
edd53f72201400df,0,0,0,0,0,0
edd8e009681d6c9d,0,0,0,0,0,0
edd8fc5a8aed46bd,0,0,0,0,0,0
edda6f33e9fa11c1,0,0,0,0,0,0
eddd16ceaaeb9a6e,1,0,0,0,0,1
edddad8956df3ba5,0,0,0,0,0,0
edde0469a5ac91f8,0,0,0,0,0,0
ede03ed61a46ba02,0,0,0,0,0,0
ede2269549ca34b1,0,0,0,0,0,0
ede3f1d8352d9d82,0,0,0,0,0,0
ede4be69f07c842d,0,0,0,0,0,0
ede5bee233e330d0,0,0,0,0,0,0
ede6763798b7700f,1,0,0,0,0,0
ede6f51c13e52c77,0,0,0,0,0,0
ede78d268d5b79a0,0,0,0,0,0,0
ede8bac85952a6e4,0,0,0,0,0,0
ede901c2473e9420,0,0,0,0,0,0
ede913560974d342,0,0,0,0,0,0
edea0b2150524bfe,0,0,0,0,0,0
edebb9051c9fd860,0,0,0,0,0,0
edec2a5bcd5c1609,0,0,0,0,0,0
edecd6dca673d6c6,0,0,0,0,0,0
ededf2052af9cf44,0,0,0,0,0,0
edefc440c2d0a242,0,0,0,0,0,0
edf1ccd2bdedc7da,0,0,0,0,0,0
edf3ac50e4f9504e,0,0,0,0,1,0
edf5ade399393450,0,0,0,0,0,0
edf5caa9bfa737d5,0,0,0,0,0,0
edf5d68b193b7700,0,0,0,0,0,0
edf632e127404211,0,0,0,0,0,0
edf8ba55e318e655,0,0,0,0,0,0
edf9f16931834cc8,0,0,0,0,0,0
edfab4e3037612d4,0,0,0,0,0,0
edfaf0e9d857ca06,0,0,0,0,0,0
edfbe06068aa806a,0,0,0,0,0,0
edfc1170f8bee021,0,0,0,0,0,0
edfcdf73b3f6a250,0,0,0,0,0,0
edfe64767c46cfea,0,0,0,0,0,0
edfebe258f1f9de7,0,0,0,0,0,0
ee02d37f4c103b30,0,0,0,0,0,0
ee05464a5fc7e99a,0,0,0,0,0,0
ee05ab1bd7bad76d,0,0,0,0,0,0
ee07c03d0a609b34,0,0,0,0,0,0
ee0a536e773cc3e9,0,0,0,0,0,0
ee0be9426523118f,0,0,0,0,0,0
ee0c739b9840a06e,0,0,0,0,0,0
ee0ea79634037795,0,0,0,0,0,0
ee0eae34ab926567,0,0,0,0,0,0
ee0ef99b54703700,0,0,0,0,0,0
ee0f040ed17ca079,0,0,0,0,0,0
ee131c3f02461231,0,0,0,0,0,0
ee1406c2eb68de9b,0,0,0,0,0,0
ee1650bbf7b68e37,0,0,0,0,0,0
ee1659f9e8a6f347,0,0,0,0,0,0
ee171f5788f1ab56,0,0,0,0,0,0
ee1752299293cdac,0,0,0,0,0,0
ee1a0addfdd77873,0,0,0,0,0,0
ee1b74f1a93aa90e,1,0,1,0,0,0
ee1be7e2141eb0f6,0,0,0,0,0,0
ee1cd6eaa855ab51,0,0,0,0,0,0
ee1d1be4b216a784,0,0,0,0,0,0
ee1fd7831dd371ce,0,0,0,0,0,0
ee201f0babe9c4c9,0,0,0,0,0,0
ee22889786506a48,0,0,0,0,0,0
ee239d5b831abe84,0,0,0,0,0,0
ee23ab07d17c50bf,0,0,0,0,0,0
ee2409ffc8ddd610,0,0,0,0,0,0
ee24a27302b27835,1,0,1,0,1,1
ee2509e68ae52f5c,0,0,0,0,0,0
ee25da0841773a55,0,0,0,0,0,0
ee27d61b08a4888f,0,0,0,0,0,0
ee2872aa05dd0640,0,0,0,0,0,0
ee28c6915291dc7b,0,0,0,0,0,0
ee2a18ac1b02095a,0,0,0,0,0,0
ee2b547c15321e6f,0,0,0,0,0,0
ee2dea5bc9a1b862,0,0,0,0,0,0
ee2f34971d140070,0,0,0,0,0,0
ee2fa65d6f702e7b,0,0,0,0,0,0
ee2fee92c35788af,0,0,0,0,0,0
ee30b5a2f86738f9,0,0,0,0,0,0
ee313f78667346a7,0,0,0,0,0,0
ee31becd7cc6203a,0,0,0,0,0,0
ee32643c2a624bc8,0,0,0,0,0,0
ee353727940d8b3c,0,0,0,0,0,0
ee36e20e97094a0d,0,0,0,0,0,0
ee3ac565418ae9fe,0,0,0,0,0,0
ee3c367c7ccdfb78,0,0,0,0,0,0
ee3cb8828890fab4,0,0,0,0,0,0
ee3cc3e12021c943,0,0,0,0,0,0
ee3d918f71685c4b,1,0,0,0,0,0
ee3e1ae80b7b47ee,1,0,0,0,0,0
ee3ea441be50feb3,0,0,0,0,0,0
ee40a170aaa310c4,0,0,0,0,0,0
ee40e396085c495b,0,0,0,0,0,0
ee42b14c4ed4821f,0,0,0,0,0,0
ee434e077c9867bd,0,0,0,0,0,0
ee44731872c144ed,0,0,0,0,0,0
ee44a35b4f11620c,0,0,0,0,0,0
ee45b499ddbe7bf1,0,0,0,0,0,0
ee4685853d847485,0,0,0,0,0,0
ee468c974fc93fdc,0,0,0,0,0,0
ee46b38beec14ad3,0,0,0,0,0,0
ee4896e6f170131a,0,0,0,0,0,0
ee49067e9ed110b2,0,0,0,0,0,0
ee493e28224b9013,0,0,0,0,0,0
ee4bfa385a636e35,0,0,0,0,0,0
ee507e5c2403aecc,0,0,0,0,0,0
ee5177cd8d5f31f4,0,0,0,0,0,0
ee523d13fc200011,0,0,0,0,0,0
ee525a6a08459c65,0,0,0,0,0,0
ee531d260f04be80,0,0,0,0,0,0
ee5730816b63cc51,1,0,1,0,1,0
ee57cf3ebf0ecf6f,0,0,0,0,0,0
ee5a8afc4df37fc8,0,0,0,0,0,0
ee5c515904ec734d,0,0,0,0,0,0
ee5cd9ccade229ea,0,0,0,0,0,0
ee5d91d8bca68b43,0,0,0,0,0,0
ee5e18a05b74d8b0,0,0,0,0,0,0
ee5fe040df3befac,1,0,0,0,0,0
ee6040f61ead7aa3,1,0,0,0,1,1
ee608da127e7f491,1,0,0,0,1,0
ee621553e6e6ec41,0,0,0,0,0,0
ee6226efa30324ae,0,0,0,0,0,0
ee632487129dc2c3,0,0,0,0,0,0
ee64761ad3743289,0,0,0,0,0,0
ee64bb66356aef5e,0,0,0,0,0,0
ee64d9dda96cd6e7,0,0,0,0,0,0
ee656bf9963aa9f5,1,0,1,0,1,1
ee69405acb8937ed,0,0,0,0,0,0
ee6a65e8bd48fa4f,1,0,0,0,0,0
ee6da72a2e4a62c8,0,0,0,0,0,0
ee6eb240bc358ec1,0,0,0,0,0,0
ee6fc911f1156723,0,0,0,0,0,0
ee728d81e510550d,0,0,0,0,0,0
ee744cea646aee39,0,0,0,0,0,0
ee7491ab4ad42de1,0,0,0,0,0,0
ee7503081497dc29,0,0,0,0,0,0
ee758a86d45ee521,0,0,0,0,0,0
ee76eb8d5be42bcf,0,0,0,0,0,0
ee77c3913e2f97ec,0,0,0,0,0,0
ee78116d99aa5663,0,0,0,0,0,0
ee7c5e19388ea4bf,0,0,0,0,0,0
ee7ee204e36f70aa,0,0,0,0,0,0
ee7fcc27567343d0,0,0,0,0,0,0
ee82f6d5409ca3af,0,0,0,0,0,0
ee83f4f5fe59f917,0,0,0,0,0,0
ee8439b0085b271e,0,0,0,0,0,0
ee874fc9996fa7fb,0,0,0,0,0,0
ee87a137fe911170,0,0,0,0,0,0
ee89aee5593413f3,0,0,0,0,0,0
ee8bacafa87cf0a0,0,0,0,0,0,0
ee8c6628c118a1b3,1,0,0,0,1,0
ee8d964d0646f187,0,0,0,0,0,0
ee8ffbcb07cc9d89,0,0,0,0,0,0
ee9026310dcda14b,1,0,1,0,1,0
ee91325757c52095,0,0,0,0,0,0
ee95241fc79960d0,1,0,0,0,0,0
ee9697785fe41ff8,0,0,0,0,0,0
ee96ed6d8ae1552f,0,0,0,0,0,0
ee997b531b908906,0,0,0,0,0,0
ee9a642cdf05d2b2,0,0,0,0,0,0
ee9c0d0101629957,0,0,0,0,0,0
ee9ce469ea159a1c,0,0,0,0,0,0
eea1b76deb33716b,0,0,0,0,0,0
eea2a64448986a1e,0,0,0,0,0,0
eea398a26c6df0cf,0,0,0,0,0,0
eeaec33f9d92d85d,1,0,0,0,0,0
eeaf0dcaa82bd22f,0,0,0,0,0,0
eeaf2db9594f7742,0,0,0,0,0,0
eeafbcbafaf64d88,0,0,0,0,0,0
eeb06c19ec88d418,0,0,0,0,0,0
eeb10a1689977a76,0,0,0,0,0,0
eeb12edcb23c0d8c,0,0,0,0,0,0
eeb39c8f069fae23,1,0,1,0,1,0
eeb47244261d003d,0,0,0,0,0,0
eeb54d51887db639,0,0,0,0,0,0
eeb5ebb1de1125c3,1,0,1,0,0,0
eeb66c5a85518548,0,0,0,0,0,0
eeb69b4939e9f903,0,0,0,0,0,0
eeb6de6292fa4bdb,0,0,0,0,0,0
eeb7b0da772c6d62,0,0,0,0,0,0
eeb86124066de8ec,0,0,0,0,0,0
eeb8e71d5963a082,0,0,0,0,0,0
eebc446c6f7de6d0,0,0,0,0,0,0
eebdb028910f766f,0,0,0,0,0,0
eebeaa2017ba974e,0,0,0,0,0,0
eebf9e19411044b5,0,0,0,0,0,0
eec25d24bebdc4f1,0,0,0,0,0,0
eec2ea072f88f399,0,0,0,0,0,0
eec32a82cbd704c4,0,0,0,0,0,0
eec34de1efa72858,0,0,0,0,0,0
eec6798dd54a2bd6,0,0,0,0,0,0
eec8945ab31e6757,0,0,0,0,0,0
eecae5cc05709020,0,0,0,0,0,0
eeccdcb16606b49f,1,0,0,0,0,0
eecf6d489a0b704f,0,0,0,0,0,0
eecf8e65d99f0920,0,0,0,0,0,0
eed143402ce048c0,0,0,0,0,0,0
eed2dd2dbe2a0c51,0,0,0,0,0,0
eed6bb9361b79bff,0,0,0,0,0,0
eed83fbb46aaa526,0,0,0,0,0,0
eed9b754555089b6,0,0,0,0,0,0
eeda8931c42a7443,0,0,0,0,0,0
eedf47d09cb92fa1,0,0,0,0,0,0
eee039335e5f1c26,0,0,0,0,0,0
eee0cb9eb8a82330,0,0,0,0,0,0
eee1a8446f1ba7ce,0,0,0,0,0,0
eee2535e425f6fa1,0,0,0,0,0,0
eee2f4f1ce628f01,1,1,1,0,0,0
eee3176322fcc46c,0,0,0,0,0,0
eee583a7f5b4d869,0,0,0,0,0,0
eee6c6294a170314,0,0,0,0,0,0
eee6d48b7d29cfbc,0,0,0,0,0,0
eeeb04bd775e2209,0,0,0,0,0,0
eeebe1afd1b4b3a5,0,0,0,0,0,0
eeee08ce8b6254cd,0,0,0,0,0,0
eeefc7c455ff718d,0,0,0,0,0,0
eef147c3bc38c95e,0,0,0,0,0,0
eef4811cc611ee47,0,0,0,0,0,0
eef4f15c79064b18,0,0,0,0,0,0
eef79dac5312b769,0,0,0,0,0,0
eef7b83d6e160802,0,0,0,0,0,0
eef7ea95b7351928,0,0,0,0,0,0
eef989793f18dfaf,0,0,0,0,0,0
eef9a53a23b216aa,0,0,0,0,0,0
eefb296256482fc8,0,0,0,0,0,0
eefc96f764b8a0b8,0,0,0,0,0,0
eefe3d9d16587d58,0,0,0,0,0,0
eeff131e74d88802,0,0,0,0,0,0
eeff57172298a171,0,0,0,0,0,0
eeff6ea29aa49e9c,0,0,0,0,0,0
ef00e04ce1314190,0,0,0,0,0,0
ef027bb9381f373a,1,0,1,0,1,0
ef030e8554a85d16,0,0,0,0,0,0
ef0345f6b5ee4573,1,0,1,0,0,0
ef078d4cb515717e,0,0,0,0,0,0
ef07d9e2da9d942a,0,0,0,0,0,0
ef0a9cb329770a05,0,0,0,0,0,0
ef0ad9e1923e2fb9,0,0,0,0,0,0
ef0b33f41f3928c2,0,0,0,0,0,0
ef0be47796f20d21,0,0,0,0,0,0
ef0c35a767e3405b,0,0,0,0,0,0
ef0c9a0524f8fb6c,0,0,0,0,0,0
ef0d78642967c8b7,0,0,0,0,0,0
ef0dff1fd8b41883,0,0,0,0,0,0
ef13d3a9315b7312,0,0,0,0,0,0
ef14182ecb3c6b5b,0,0,0,0,0,0
ef1451f8eeef080a,0,0,0,0,0,0
ef155295b5f4ee1c,0,0,0,0,0,0
ef15a32f969a3353,0,0,0,0,0,0
ef1605ccd08d3d6f,0,0,0,0,0,0
ef198468c400d74b,0,0,0,0,0,0
ef1a352dd8b8d1c1,0,0,0,0,0,0
ef1bd1707351b8aa,0,0,0,0,0,0
ef1eb2e06d6c0aa1,0,0,0,0,0,0
ef2128ac25673ba8,0,0,0,0,0,0
ef2257eccb2671ed,0,0,0,0,0,0
ef233e7643a4d7d1,0,0,0,0,0,0
ef2372a7d161de7c,0,0,0,0,0,0
ef286a8ef4bbda85,0,0,0,0,0,0
ef29a9ab2aa0aec3,0,0,0,0,0,0
ef2c91128bad5d97,0,0,0,0,0,0
ef2ef5ea57c5168b,0,0,0,0,0,0
ef2f6e704a51150e,0,0,0,0,0,0
ef307edcd4965ea9,0,0,0,0,0,0
ef3288d54d8648cb,1,0,1,0,1,0
ef344328e7ab9742,0,0,0,0,0,0
ef352c36761e7de5,0,0,0,0,0,0
ef35bbd8d5ef4f8b,0,0,0,0,0,0
ef36355cb5bb7461,0,0,0,0,0,0
ef38722089e90ce2,0,0,0,0,0,0
ef3b9388c862e6d4,0,0,0,0,0,0
ef3c02099ef026fb,0,0,0,0,0,0
ef3f8972ca3ef739,0,0,0,0,0,0
ef404a5a3970e957,0,0,0,0,0,0
ef4abf71ae5aa832,0,0,0,0,0,0
ef4add3d806f4fd4,0,0,0,0,0,0
ef4b294bb2359338,0,0,0,0,0,0
ef4c047624705ab8,0,0,0,0,0,0
ef4fd46fc0903158,0,0,0,0,0,0
ef50e9a4a17e2ffb,0,0,0,0,0,0
ef52d81fd3cd251f,0,0,0,0,0,0
ef5416d4f9a82dd9,0,0,0,0,0,0
ef5438285bd2550c,0,0,0,0,0,0
ef556afa730a029e,0,0,0,0,0,0
ef56761cfbbf330f,0,0,0,0,0,0
ef567c9fab8c2fbb,0,0,0,0,0,0
ef57a8b0c3faeb2b,0,0,0,0,0,0
ef57d18c275dbba7,1,0,0,0,0,0
ef5808175d5de3a9,0,0,0,0,0,0
ef5879ac3826a024,1,0,1,0,1,0
ef5ae391a00758be,0,0,0,0,0,0
ef5b85e893b817cb,0,0,0,0,0,0
ef60490107dbc149,0,0,0,0,0,0
ef626bef373db03e,0,0,0,0,0,0
ef629705ea00beb5,0,0,0,0,0,0
ef636ecedd1745ea,0,0,0,0,0,0
ef669a1ca3d4704d,0,0,0,0,0,0
ef6768f41ae78165,0,0,0,0,0,0
ef67f70f1052e750,0,0,0,0,0,0
ef69972eed6aafd5,0,0,0,0,0,0
ef6a94e6de9a3379,0,0,0,0,0,0
ef6c3cdea30b4933,0,0,0,0,0,0
ef6d36bca49d9887,0,0,0,0,0,0
ef6d6f8a255525a2,0,0,0,0,0,0
ef6e0be532716e69,0,0,0,0,0,0
ef6f14f1ed174a8b,0,0,0,0,0,0
ef7135ef9285bc49,0,0,0,0,0,0
ef71fbed44ad8858,0,0,0,0,0,0
ef720b7121d24185,0,0,0,0,0,0
ef72311f9a73d72a,0,0,0,0,0,0
ef7511e0bcf64164,0,0,0,0,0,0
ef78d3ca0fdde466,0,0,0,0,0,0
ef7a450c7f3ffe2f,0,0,0,0,0,0
ef7f8f0bbf71c6a3,0,0,0,0,0,0
ef803c1fab3ef45d,0,0,0,0,0,0
ef8273489dac1583,0,0,0,0,0,0
ef829bfee0f2780b,0,0,0,0,0,0
ef82ba4f3c029851,0,0,0,0,0,0
ef82d04a63c8c589,0,0,0,0,0,0
ef83b8580d86cb91,0,0,0,0,0,0
ef84f3c12d9775f7,0,0,0,0,0,0
ef85965e69c0d4bb,0,0,0,0,0,0
ef86792ec6d8ac8b,0,0,0,0,0,0
ef8773eefd589a10,0,0,0,0,0,0
ef88976319ee7f00,1,0,1,0,0,0
ef8abcbb38df6d26,0,0,0,0,0,0
ef8bbc2f8e6db9a9,0,0,0,0,0,0
ef8d4f2ff37c4750,0,0,0,0,0,0
ef8dded94fd2198f,1,0,0,0,0,0
ef8f586298dccf2f,0,0,0,0,0,0
ef9730f372d12428,0,0,0,0,0,0
ef993bae473c6c75,0,0,0,0,0,0
efa11dbaa43e9182,0,0,0,0,0,0
efa153de7402b0f0,0,0,0,0,0,0
efa21c2877a7fc2c,0,0,0,0,0,0
efa73deba149a2a9,0,0,0,0,0,0
efa7d13e1778d320,0,0,0,0,0,0
efa9bbffe8c745e4,0,0,0,0,0,0
efab6fc2b4204472,0,0,0,0,0,0
eface544b4d0aa1f,0,0,0,0,0,0
efae9c2d740968ab,0,0,0,0,0,0
efaee8b68594caa5,0,0,0,0,0,0
efafc040427d89a3,0,0,0,0,0,0
efb061b4a82cf925,0,0,0,0,0,0
efb0f567b44bd09b,0,0,0,0,0,0
efb40c053b4c4c18,0,0,0,0,0,0
efb4467804582ac3,0,0,0,0,0,0
efb4f35699b2154f,0,0,0,0,0,0
efb661dee8ee2580,0,0,0,0,0,0
efb76d3b32855019,0,0,0,0,0,0
efb775cf56976af4,0,0,0,0,0,0
efb8e0b77080b351,0,0,0,0,0,0
efc2ecea27c273e9,0,0,0,0,0,0
efc3434458705017,0,0,0,0,0,0
efc3c00d27528857,0,0,0,0,0,0
efc3f176e80bbf68,0,0,0,0,0,0
efc5181df56c381d,0,0,0,0,0,0
efc546aa4d78c8c0,0,0,0,0,0,0
efc5dcdc9cecdd7a,0,0,0,0,0,0
efccf72b0577d62e,0,0,0,0,0,0
efcfd795cc9e1869,1,0,1,0,1,0
efcff4a53007d442,0,0,0,0,0,0
efd1a6f00d08ed3a,0,0,0,0,0,0
efd1b65b493de306,0,0,0,0,0,0
efd28afe3dfebe3a,0,0,0,0,0,0
efd29750bdcd2bdb,0,0,0,0,0,0
efd2b297b05b3242,0,0,0,0,0,0
efd3bafd6690bdba,0,0,0,0,0,0
efd420131627c73c,0,0,0,0,0,0
efd606d4bf7715f3,0,0,0,0,0,0
efd69e53c53a3127,0,0,0,0,0,0
efd8019b55abd342,1,0,0,0,0,0
efda13d421afaf60,0,0,0,0,0,0
efdbfe38013b8ed8,0,0,0,0,0,0
efddba7ef9e8856f,1,0,0,0,0,0
efe000337bdca1ef,0,0,0,0,0,0
efe40da8956ae23d,0,0,0,0,0,0
efe60d69af57e63a,0,0,0,0,0,0
efe659f48a98ab7f,0,0,0,0,0,0
efe7577a50aab38b,0,0,0,0,0,0
efe8c0fc38a0101c,0,0,0,0,0,0
efe9f7e2612fb251,0,0,0,0,0,0
efeaf239aa959d16,0,0,0,0,0,0
efeb1b2c40257980,0,0,0,0,0,0
efeb70a2e780a60e,0,0,0,0,0,0
efebb17c923ca439,0,0,0,0,0,0
efec28cb221eeeee,0,0,0,0,0,0
efef007ee173274d,0,0,0,0,0,0
efefff63394c4cbd,0,0,0,0,0,0
eff17b375e8d80c3,0,0,0,0,0,0
eff1ac3d45364894,0,0,0,0,0,0
eff1b00acdb3e754,0,0,0,0,0,0
eff32f0a76b4f600,0,0,0,0,0,0
eff500ccd7adeedf,0,0,0,0,0,0
eff7929f9700f6a5,0,0,0,0,0,0
eff795f589018820,0,0,0,0,0,0
eff814a8c300910d,0,0,0,0,0,0
eff9a974b740ebbe,1,0,0,0,0,0
effb79f813c1413f,0,0,0,0,0,0
effce6c4c26be724,0,0,0,0,0,0
effd3fcfe7fd5187,0,0,0,0,0,0
efffb461e3bb5c38,0,0,0,0,0,0
f001d9b6f3daf8f6,0,0,0,0,0,0
f002dc6d3d6e4907,0,0,0,0,0,0
f003ca2fbbb575f5,0,0,0,0,0,0
f00536aea6980e8c,0,0,0,0,0,0
f006a7e3f8f5d3b0,1,0,1,0,0,0
f007c252b00b60f9,0,0,0,0,0,0
f00d1dfe1ae03e5a,0,0,0,0,0,0
f0100a2b16395c27,0,0,0,0,0,0
f0101438772d5ea5,1,0,1,0,1,0
f01043888f2e1421,1,0,1,0,1,0
f011afc9eee5efb5,0,0,0,0,0,0
f011e473bb79951a,0,0,0,0,0,0
f012031f404b99f8,0,0,0,0,0,0
f01232685aa6634e,0,0,0,0,0,0
f014a19c964b62fb,0,0,0,0,0,0
f0188a42144920e5,0,0,0,0,0,0
f01cac91e0a9deb7,0,0,0,0,0,0
f01d05d87fc3c639,0,0,0,0,0,0
